Video_ID,Title,Category,Published_Date,Views,Likes,Dislikes,Comments,Shares,Subscribers_Gained,Subscribers_Lost,Watch_Time_Minutes,Average_Percent_Watched,Average_View_Duration,Impressions,Click_Through_Rate,Traffic_Source,Device_Type,Audience_Country,Revenue,Gender,YouTuber_Name
VID0313,Yoga for Stress Relief,Entertainment,09-11-2023,366464,30056,1378,1574,346,686,27,8501,28.93,194,762872,3.08,Suggested,Tablet,USA,129.14,Female,StreetEats
VID0314,Car Review: Latest Model,Education,10-11-2023,89801,41832,3374,1695,645,928,332,3827,12.07,222,290384,5.55,Suggested,Tablet,Canada,946,Female,ChefAntonio
VID0315,Unboxing Latest Gadgets,Entertainment,11-11-2023,289075,39361,1519,3258,1370,228,0,13803,90.71,550,850260,2.97,Search,Mobile,India,711.9,Female,Fashionista
VID0316,Epic Gaming Adventure,Entertainment,12-11-2023,95377,10859,226,3262,648,225,187,19287,28.96,430,990109,6.17,Suggested,TV,USA,741.66,Female,LifeCoachAnna
VID0317,Fitness Routines for Beginners,Technology,13-11-2023,292336,5539,4968,1445,244,595,55,10318,30.48,403,968647,3.6,Direct,Tablet,Canada,499.4,Male,StreetEats
VID0318,DIY Home Makeover,Entertainment,14-11-2023,309686,47341,891,6263,108,802,34,493,35.16,94,497233,3.4,Direct,Tablet,Germany,474.73,Male,LifeCoachAnna
VID0319,Healthy Living Tips,Entertainment,15-11-2023,390159,42633,4072,8411,1848,434,111,16092,21.47,416,274525,0.48,Direct,Mobile,India,110.02,Female,Fashionista
VID0320,Car Review: Latest Model,Technology,16-11-2023,305664,28370,2257,52,1822,881,285,9135,67.53,524,299640,1.55,Search,TV,Germany,559.84,Male,Fashionista
VID0321,Yoga for Stress Relief,Entertainment,17-11-2023,327916,13379,2788,9949,532,757,309,9816,16.76,444,688037,9.18,Suggested,Desktop,UK,246.92,Female,GamerKing
VID0322,Car Review: Latest Model,Entertainment,18-11-2023,452978,39379,396,5570,1113,401,35,8895,22.08,59,646984,9.98,Suggested,Desktop,Canada,977.15,Male,ChefAntonio
VID0323,Travel Vlog: Europe,Entertainment,19-11-2023,313250,44351,2078,7579,295,621,438,681,68.03,295,561965,7.83,External,Mobile,Canada,796.58,Male,TechGuru
VID0324,Car Review: Latest Model,Education,20-11-2023,82121,23988,4744,1666,111,765,216,14430,40.57,357,66626,2.94,Search,Mobile,India,412.99,Male,GamerKing
VID0325,Travel Vlog: Europe,Education,21-11-2023,26559,17730,4424,6901,1836,87,79,10231,73.72,521,319175,4.08,Direct,TV,Canada,151.34,Male,LifeCoachAnna
VID0326,Gaming Secrets Unveiled,Education,22-11-2023,368739,35244,3237,2785,1612,583,313,232,60.17,246,26619,7.42,Direct,Mobile,UK,785.33,Male,DIYExpert
VID0327,DIY Home Makeover,Technology,23-11-2023,34742,31282,3893,719,1200,892,82,19322,33.04,349,642532,9.69,Suggested,Mobile,Canada,122.05,Male,GardenGuru
VID0328,Educational Insights: Math,Lifestyle,24-11-2023,332813,25638,2005,8597,342,541,64,15084,68.57,428,117394,4.61,Direct,Mobile,USA,189.33,Female,LifeCoachAnna
VID0329,Travel Vlog: Europe,Entertainment,25-11-2023,474415,11924,2016,6855,1683,683,324,3485,20.46,134,159487,8.31,Suggested,TV,Germany,211.52,Female,FitnessPro
VID0330,Epic Gaming Adventure,Entertainment,26-11-2023,153826,32225,3171,2294,100,308,127,3870,58.28,359,396424,9.75,Suggested,Mobile,UK,556.89,Male,TravelLover
VID0331,Mind-Blowing Science Experiments,Technology,27-11-2023,136044,7079,2668,8263,1781,905,306,2368,49.34,76,432465,8.75,External,Tablet,UK,787.06,Male,StreetEats
VID0332,Fitness Routines for Beginners,Entertainment,28-11-2023,333975,26289,1878,9421,628,342,21,1075,34.11,343,45489,2.35,Search,TV,Germany,314.31,Male,GardenGuru
VID0333,Epic Gaming Adventure,Education,29-11-2023,113217,42700,1196,9759,1627,435,215,7705,64.36,176,809038,0.18,Suggested,Tablet,Germany,84.67,Male,Fashionista
VID0334,Healthy Living Tips,Lifestyle,30-11-2023,42873,12604,1772,4482,1424,176,106,7313,88.42,491,804063,4.97,Suggested,TV,UK,464.54,Female,InspireNow
VID0335,DIY Home Makeover,Gaming,01-12-2023,488877,20769,161,698,27,138,108,11555,99.9,515,833485,5.36,Suggested,Tablet,Germany,748.11,Male,GameMaster
VID0336,Cooking with Flair,Entertainment,02-12-2023,369676,7010,3976,7243,936,193,371,2935,64.7,439,976148,2.09,External,TV,India,221.66,Female,TravelLover
VID0337,Thrilling Game Walkthrough,Education,03-12-2023,389411,46957,1751,9018,1985,185,356,2838,46.42,56,7053,2.92,Suggested,Desktop,Germany,219.92,Female,CalmWithYoga
VID0338,Unboxing Latest Gadgets,Gaming,04-12-2023,404119,35064,775,5918,1560,217,180,9649,30.27,58,542669,7.68,Search,Mobile,USA,947.23,Male,GameMaster
VID0339,Yoga for Stress Relief,Lifestyle,05-12-2023,135092,20231,939,348,57,163,355,4234,33.14,300,1879,4.76,Search,Mobile,USA,954.15,Female,ScienceNerd
VID0340,Tech Reviews: Best Smartphones,Gaming,06-12-2023,304899,25327,3220,5374,1521,160,163,6933,53.15,530,353435,3.24,Direct,TV,India,990.47,Male,EduMath
VID0341,Epic Gaming Adventure,Education,07-12-2023,349100,6078,539,7869,296,942,67,8453,43.05,282,368308,6.26,Search,Tablet,Germany,807.66,Male,AdventureSeeker
VID0342,Inspirational Life Stories,Gaming,08-12-2023,87988,22091,4917,307,133,524,291,15790,92.24,414,69806,6.56,Direct,Desktop,USA,188.18,Male,WanderlustJen
VID0343,Home Gardening Tips,Technology,09-12-2023,46648,17253,1461,3416,1354,807,179,2009,43.15,89,413442,7.72,Search,Tablet,Canada,211.98,Male,GardenGuru
VID0344,Gaming Secrets Unveiled,Gaming,10-12-2023,497753,33648,355,4820,248,600,180,14596,43.61,136,244325,1.65,Direct,Mobile,Germany,340.23,Male,GadgetUnboxer
VID0345,Fashion Hacks for 2023,Entertainment,11-12-2023,126991,42776,3604,3558,1020,835,465,12162,44.52,249,927092,7.44,Suggested,Mobile,India,318.13,Female,SmartTechie
VID0346,Yoga for Stress Relief,Entertainment,12-12-2023,403732,39171,3323,4478,549,41,433,9950,85.3,470,428030,6.03,External,Tablet,Germany,956.53,Male,LifeCoachAnna
VID0347,Top Tech Innovations,Technology,13-12-2023,378149,47554,234,6531,901,914,463,2063,68.57,593,511530,0.67,External,TV,UK,789.07,Female,WanderlustJen
VID0348,Mind-Blowing Science Experiments,Education,14-12-2023,3396,4083,1548,4620,1964,209,168,5253,65.28,575,973045,7.8,External,TV,UK,724.01,Male,CalmWithYoga
VID0349,Travel Vlog: Europe,Entertainment,15-12-2023,85082,9603,2096,2985,1098,740,401,10581,40.07,125,629300,3.89,Suggested,Tablet,USA,185.96,Male,TechGuru
VID0350,Epic Gaming Adventure,Lifestyle,16-12-2023,413345,30021,4213,8112,1677,861,21,1066,83.61,118,278994,3.37,External,Mobile,UK,909.53,Female,EduMath
VID0351,Inspirational Life Stories,Entertainment,17-12-2023,129322,17005,2101,8467,833,274,65,989,13.45,260,500895,4.54,Search,Tablet,India,827.87,Male,SmartTechie
VID0352,Thrilling Game Walkthrough,Entertainment,18-12-2023,133663,45938,1673,2547,1191,953,20,19545,88.37,304,100099,3.53,Direct,Mobile,USA,163.64,Male,Fashionista
VID0353,Gaming Secrets Unveiled,Education,19-12-2023,12303,24053,2100,336,770,278,99,6561,56.15,275,606185,3.45,Suggested,Tablet,India,871.17,Female,TechGuru
VID0354,Epic Gaming Adventure,Gaming,20-12-2023,162633,26906,3657,2979,1526,250,383,6266,45.84,140,342153,8.1,External,TV,India,272.25,Female,ScienceNerd
VID0355,Top Tech Innovations,Entertainment,21-12-2023,334863,45100,4653,3968,1908,309,299,16106,54.75,263,542557,1.33,Search,Desktop,UK,80.87,Male,GadgetUnboxer
VID0356,Unboxing Latest Gadgets,Technology,22-12-2023,250690,22268,3596,910,1378,719,102,11481,70.07,307,703109,9.71,Search,Mobile,UK,656.82,Female,Fashionista
VID0357,Fitness Routines for Beginners,Gaming,23-12-2023,486324,4683,3748,1996,1248,832,46,16444,11.15,506,626372,5.59,Suggested,Desktop,India,653.8,Male,TravelLover
VID0358,Cooking with Flair,Lifestyle,24-12-2023,260820,38814,3173,3129,1687,139,38,11040,88.44,446,309009,1.91,Suggested,TV,UK,94.93,Female,TravelLover
VID0359,Gaming Secrets Unveiled,Education,25-12-2023,100616,49245,1815,5447,1554,791,284,11358,50.21,157,312829,1.4,External,Tablet,UK,318.85,Female,DIYExpert
VID0360,Cooking with Flair,Lifestyle,26-12-2023,387309,39996,3841,6129,145,545,309,7380,40.87,266,658646,5.96,Direct,TV,UK,992.81,Male,GamerKing
VID0361,Home Gardening Tips,Gaming,27-12-2023,87231,11989,2005,5850,1983,820,89,1167,22.44,157,756397,6.37,External,Desktop,Germany,678.43,Male,TravelLover
VID0362,Street Food Tasting,Gaming,28-12-2023,270458,27513,4493,4204,1264,903,84,11215,49.55,423,127025,0.62,External,TV,India,730.08,Female,WanderlustJen
VID0363,Fitness Routines for Beginners,Gaming,29-12-2023,20623,12375,674,7446,1907,529,272,9118,54.67,504,395336,2.51,Suggested,TV,Canada,212.92,Male,DIYExpert
VID0364,Street Food Tasting,Lifestyle,30-12-2023,199747,2561,386,8519,892,56,335,15853,46.33,424,561091,7.98,External,Tablet,India,78.78,Male,CarCritic
VID0365,Yoga for Stress Relief,Gaming,31-12-2023,491042,14391,2158,9991,343,111,187,14278,71.08,140,20089,0.59,External,Desktop,USA,276.9,Male,TravelLover
VID0366,Epic Gaming Adventure,Lifestyle,01-01-2024,459298,46904,2661,314,1772,4,158,15287,47.88,119,265526,8.57,Direct,Desktop,UK,248.9,Female,GameMaster
VID0367,Gaming Secrets Unveiled,Gaming,02-01-2024,477840,11535,2064,1134,1058,409,242,4707,96.53,309,980252,6.62,Search,Desktop,UK,234.54,Female,ChefAntonio
VID0368,Hidden Travel Destinations,Technology,03-01-2024,106228,28035,3851,4876,701,413,72,4085,63.93,362,180894,4.4,Search,Mobile,Canada,192.75,Female,DIYExpert
VID0369,Healthy Living Tips,Gaming,04-01-2024,427346,33553,3253,8102,0,181,478,10384,82.67,253,654024,3.53,Direct,TV,USA,574.76,Female,GadgetUnboxer
VID0370,Hidden Travel Destinations,Lifestyle,05-01-2024,183828,18644,4979,9712,152,12,461,19663,19.84,130,418240,0.29,Search,Desktop,Germany,328.1,Male,EduMath
VID0371,Tech Reviews: Best Smartphones,Entertainment,06-01-2024,360768,12358,4636,8347,428,338,48,14654,45.76,161,796677,8.27,External,TV,India,820.35,Male,SmartTechie
VID0372,Gaming Secrets Unveiled,Gaming,07-01-2024,158364,30941,4266,5592,1968,796,100,4638,40.32,42,16361,1.51,Direct,Tablet,Germany,183.95,Female,TravelLover
VID0373,Educational Insights: Math,Entertainment,08-01-2024,374929,48858,739,1724,507,258,1,18846,61.25,486,616495,3.16,Direct,Tablet,USA,464.63,Female,TravelLover
VID0374,Inspirational Life Stories,Technology,09-01-2024,349350,49290,1401,3343,1149,89,243,18708,87.5,470,316905,5.73,Suggested,Mobile,Canada,13.66,Male,CarCritic
VID0375,Educational Insights: Math,Education,10-01-2024,70274,10836,3259,886,490,615,175,6471,17.05,127,779831,2.54,Search,Mobile,USA,481.68,Male,ChefAntonio
VID0376,Fashion Hacks for 2023,Technology,11-01-2024,134541,37743,2277,721,1505,890,237,1826,16.53,149,658697,5.02,Suggested,Tablet,Canada,55.84,Male,CarCritic
VID0377,Gaming Secrets Unveiled,Gaming,12-01-2024,54947,44050,3904,7678,344,697,397,5891,86.53,322,336779,8.11,External,Desktop,Germany,977.72,Female,Fashionista
VID0378,DIY Home Makeover,Entertainment,13-01-2024,154606,35064,3923,9104,1935,249,58,8558,29.16,30,999451,4.76,Direct,Tablet,Germany,790.59,Female,DIYExpert
VID0379,Fashion Hacks for 2023,Entertainment,14-01-2024,195692,28144,4214,3357,1761,254,352,17321,70.19,279,579168,9.49,External,TV,USA,490.11,Female,GamerKing
VID0380,Fashion Hacks for 2023,Lifestyle,15-01-2024,49874,40033,3227,870,220,587,98,15838,58.86,178,873021,8.49,Search,Mobile,USA,86.59,Male,FitnessPro
VID0381,Top Tech Innovations,Entertainment,16-01-2024,50708,16097,2831,6751,1938,897,441,17170,84.96,424,629813,3.4,Suggested,Mobile,UK,592.45,Female,GameMaster
VID0382,DIY Home Makeover,Lifestyle,17-01-2024,75553,14315,3758,497,1942,970,358,16840,21.26,73,705691,4.06,Search,Tablet,Canada,758.76,Female,TechGuru
VID0383,Educational Insights: Math,Education,18-01-2024,69344,33169,2512,1756,722,107,441,9163,21.68,73,220921,4.29,External,Desktop,UK,190.72,Female,WanderlustJen
VID0384,Inspirational Life Stories,Gaming,19-01-2024,312282,24011,2151,1117,1048,667,494,10265,60.11,107,956259,6.3,Suggested,Desktop,India,568.21,Male,AdventureSeeker
VID0385,Healthy Living Tips,Lifestyle,20-01-2024,186374,17130,3675,2828,527,593,434,14639,95.17,255,244997,2.94,Search,TV,India,814.21,Female,StreetEats
VID0386,Fashion Hacks for 2023,Education,21-01-2024,48638,29434,2745,1647,1205,588,467,15672,47.35,191,685380,9.7,External,Mobile,USA,768.25,Female,GardenGuru
VID0387,Fitness Routines for Beginners,Entertainment,22-01-2024,79249,14671,3866,6992,1522,484,1,4747,39.42,282,423257,6.13,Search,Tablet,Germany,802.99,Female,CalmWithYoga
VID0388,Thrilling Game Walkthrough,Entertainment,23-01-2024,369009,42819,3764,6771,840,981,242,10102,64.6,161,983776,4.05,Direct,Tablet,India,879.32,Female,EduMath
VID0389,Inspirational Life Stories,Education,24-01-2024,3719,29027,2222,142,1664,971,296,10933,93.74,477,945354,6.49,Suggested,Mobile,India,937.68,Female,CalmWithYoga
VID0390,Hidden Travel Destinations,Entertainment,25-01-2024,154962,20814,2792,2761,1065,257,210,10520,85.32,503,44897,4.01,Suggested,Tablet,UK,405.52,Male,Fashionista
VID0391,Mind-Blowing Science Experiments,Education,26-01-2024,471452,43641,1697,3435,1938,638,122,6742,99.59,138,864017,8.2,Suggested,Mobile,UK,568.77,Male,GameMaster
VID0392,Hidden Travel Destinations,Lifestyle,27-01-2024,430725,23487,3462,6622,480,996,228,19875,12.03,64,850797,5.72,Direct,Desktop,India,790.66,Female,Fashionista
VID0393,Fashion Hacks for 2023,Lifestyle,28-01-2024,43534,28544,4063,7069,929,902,81,10642,20.16,496,842888,0.52,Suggested,Desktop,USA,697.14,Female,CarCritic
VID0394,Travel Vlog: Europe,Education,29-01-2024,496518,49008,1524,4512,1871,281,143,4457,64.85,304,421169,1.85,Direct,Tablet,UK,995.52,Female,LifeCoachAnna
VID0395,Epic Gaming Adventure,Lifestyle,30-01-2024,93241,20021,4760,1848,1771,985,387,15699,83.85,216,456061,8.66,Suggested,Desktop,India,13.68,Male,ChefAntonio
VID0396,Top Tech Innovations,Lifestyle,31-01-2024,413003,13157,32,2696,871,87,139,13301,35.67,272,887659,5.67,Search,Desktop,Germany,355.13,Male,WanderlustJen
VID0397,Travel Vlog: Europe,Lifestyle,01-02-2024,127209,45368,4025,1717,1462,203,28,2839,31.53,293,406622,9.51,Search,TV,UK,281.03,Male,LifeCoachAnna
VID0398,Street Food Tasting,Technology,02-02-2024,443061,24958,2566,3072,1425,15,390,13331,80.83,551,277632,0.82,Search,Mobile,India,262.32,Female,DIYExpert
VID0399,Gaming Secrets Unveiled,Gaming,03-02-2024,190004,48789,2803,9259,1569,150,269,9610,15.07,570,159295,3.02,Search,Mobile,Canada,222.53,Female,DIYExpert
VID0400,Mind-Blowing Science Experiments,Entertainment,04-02-2024,93124,44738,3896,2786,344,935,246,9827,43.24,116,558588,2.02,Direct,Tablet,UK,709.12,Male,GamerKing
VID0401,Car Review: Latest Model,Technology,05-02-2024,92659,26162,3709,3791,1916,253,11,10735,55.52,564,957111,5.58,External,Mobile,Canada,84.76,Male,GameMaster
VID0402,Fitness Routines for Beginners,Lifestyle,06-02-2024,165134,36950,719,9480,44,187,354,10064,60.43,239,159002,3.89,External,TV,UK,741.61,Female,GameMaster
VID0403,Yoga for Stress Relief,Education,07-02-2024,76713,46586,4579,3871,1669,328,388,17361,75.58,75,426251,1.66,Search,Tablet,UK,693.43,Female,Fashionista
VID0404,Cooking with Flair,Lifestyle,08-02-2024,219335,20667,972,1806,20,543,336,19354,41.94,496,200048,6.46,External,Tablet,Canada,250.8,Male,GardenGuru
VID0405,Mind-Blowing Science Experiments,Gaming,09-02-2024,489972,29839,3718,1504,1657,782,105,11492,65.14,569,258153,5.41,External,Mobile,USA,252.83,Male,SmartTechie
VID0406,Travel Vlog: Europe,Lifestyle,10-02-2024,454677,43385,4402,3308,1093,996,31,12436,62.68,55,874261,2.82,Suggested,Desktop,India,628.86,Male,LifeCoachAnna
VID0407,Epic Gaming Adventure,Education,11-02-2024,76418,3854,4552,7117,1887,396,73,12039,59.29,295,995802,4.85,Direct,Desktop,USA,762.17,Female,GamerKing
VID0408,Fashion Hacks for 2023,Gaming,12-02-2024,460888,27144,2207,5048,872,516,170,16776,67.64,204,577072,7.48,Search,Desktop,USA,876.49,Male,WanderlustJen
VID0409,Street Food Tasting,Lifestyle,13-02-2024,129232,1824,4426,8263,47,458,336,9943,33.35,545,581020,2.13,External,Desktop,India,852.14,Male,Fashionista
VID0410,Fitness Routines for Beginners,Gaming,14-02-2024,429048,1476,4320,1690,1514,329,68,12923,17.62,340,44920,3,External,TV,Germany,964.88,Male,GameMaster
VID0411,Yoga for Stress Relief,Entertainment,15-02-2024,164038,8806,3030,9536,550,819,300,2786,20.73,351,824642,3.53,Search,Tablet,USA,581.38,Male,TechGuru
VID0412,Hidden Travel Destinations,Entertainment,16-02-2024,466761,8994,3575,3303,286,844,361,333,30.21,164,466213,7.49,Suggested,Desktop,USA,908.66,Female,ChefAntonio
VID0413,Yoga for Stress Relief,Lifestyle,17-02-2024,407203,18137,3116,3113,1001,168,136,14529,55.02,84,616823,8.48,Search,TV,USA,808.51,Female,AdventureSeeker
VID0414,Cooking with Flair,Gaming,18-02-2024,169383,18550,3285,9074,1033,692,432,18858,85.64,572,434214,3.83,Suggested,Tablet,Germany,894.67,Male,SmartTechie
VID0415,Home Gardening Tips,Education,19-02-2024,294719,16506,643,7850,541,365,416,2372,73.12,560,818215,3.04,External,Mobile,UK,11.63,Male,DIYExpert
VID0416,Thrilling Game Walkthrough,Lifestyle,20-02-2024,326996,29825,4711,6416,755,177,483,17450,81.01,185,197741,8.91,Direct,Mobile,Canada,965.9,Female,GameMaster
VID0417,Tech Reviews: Best Smartphones,Entertainment,21-02-2024,259722,6026,194,1504,273,654,99,17373,41.59,176,990362,9.99,Suggested,TV,Canada,473.53,Male,FitnessPro
VID0418,Fitness Routines for Beginners,Entertainment,22-02-2024,133079,39119,3996,8924,955,361,145,3500,46.42,514,718317,6.74,Suggested,Tablet,Germany,798.18,Male,CalmWithYoga
VID0419,DIY Home Makeover,Lifestyle,23-02-2024,203053,9596,488,9940,599,759,8,15471,45.43,49,250363,9.9,Search,Desktop,USA,127.2,Male,CalmWithYoga
VID0420,Home Gardening Tips,Gaming,24-02-2024,77242,36168,2204,3924,1779,638,61,4642,27.27,298,26468,6.63,External,Tablet,Canada,395.94,Female,GardenGuru
VID0421,Epic Gaming Adventure,Entertainment,25-02-2024,179589,29906,2657,8615,380,774,184,3623,15.51,362,63008,7.36,Direct,Desktop,Germany,271.46,Male,GameMaster
VID0422,Fitness Routines for Beginners,Gaming,26-02-2024,30257,22763,3276,9783,1352,39,28,18247,63.18,584,760651,3.95,Search,TV,India,291.66,Female,WanderlustJen
VID0423,Tech Reviews: Best Smartphones,Entertainment,27-02-2024,481488,41421,1102,4485,478,923,380,3391,99.03,430,719080,4.39,Search,Desktop,Canada,123.26,Male,LifeCoachAnna
VID0424,Inspirational Life Stories,Entertainment,28-02-2024,436423,36595,1241,8100,14,415,113,2588,25.01,335,376079,1.53,Direct,TV,India,805.76,Female,FitnessPro
VID0425,Tech Reviews: Best Smartphones,Technology,29-02-2024,145353,22756,515,8684,515,354,461,10992,14.2,57,85866,8.25,External,Tablet,USA,9.24,Male,WanderlustJen
VID0426,Fitness Routines for Beginners,Entertainment,01-03-2024,324390,25960,392,191,190,254,408,1658,80.16,496,530526,9.32,Direct,Tablet,Canada,312.51,Male,Fashionista
VID0427,Hidden Travel Destinations,Education,02-03-2024,264579,49766,630,8690,1191,142,142,4790,32.73,289,3598,6.27,Search,Desktop,Germany,174.41,Female,GamerKing
VID0428,Educational Insights: Math,Lifestyle,03-03-2024,230947,16932,3716,4917,1544,751,389,6221,84.67,563,95924,3.5,Search,Tablet,UK,589.04,Male,GardenGuru
VID0429,Unboxing Latest Gadgets,Lifestyle,04-03-2024,232758,38887,1847,5831,620,739,119,18760,73.35,130,729493,1.62,Suggested,Desktop,Canada,254.25,Female,ScienceNerd
VID0430,Fashion Hacks for 2023,Gaming,05-03-2024,92357,48331,2655,9448,1160,852,169,12298,95.11,580,603460,2.73,Direct,Tablet,Canada,259,Female,SmartTechie
VID0431,Top Tech Innovations,Entertainment,06-03-2024,158732,21827,979,4322,153,709,156,4539,46.8,382,300888,2.63,Direct,Mobile,Canada,488.34,Male,TravelLover
VID0432,Tech Reviews: Best Smartphones,Education,07-03-2024,399300,42915,4529,6999,1411,576,334,17587,69.58,329,664113,6.17,Direct,Desktop,Canada,652.69,Female,TravelLover
VID0433,Gaming Secrets Unveiled,Gaming,08-03-2024,476413,29645,3402,9008,1232,899,348,7620,51.84,325,841265,9.46,Search,TV,Germany,121.3,Female,InspireNow
VID0434,Travel Vlog: Europe,Technology,09-03-2024,407723,44622,3871,7282,271,10,259,5509,66.75,382,125849,0.58,External,Mobile,Germany,175.51,Female,GamerKing
VID0435,Tech Reviews: Best Smartphones,Gaming,10-03-2024,204667,2620,277,9665,142,619,81,9770,50.46,159,575757,0.11,Search,TV,UK,247.17,Female,TechGuru
VID0436,Car Review: Latest Model,Gaming,11-03-2024,84807,3181,232,9278,1634,25,241,12206,26.98,185,615532,6.04,Suggested,Tablet,Germany,973.75,Female,GameMaster
VID0437,Tech Reviews: Best Smartphones,Entertainment,12-03-2024,439755,34296,1552,1874,1912,956,440,12034,55.71,103,201995,2.91,Search,Mobile,Germany,397.15,Female,CalmWithYoga
VID0438,Inspirational Life Stories,Technology,13-03-2024,379097,36835,3270,9062,1843,420,432,7969,57.57,371,117786,8.82,Search,Tablet,USA,598.99,Female,EduMath
VID0439,DIY Home Makeover,Gaming,14-03-2024,139563,39313,2409,4763,1092,662,171,3056,82.95,494,962415,3.34,Search,Desktop,USA,241.54,Female,CarCritic
VID0440,Inspirational Life Stories,Education,15-03-2024,259778,14666,3512,8464,246,220,230,10866,76.2,119,75528,2.97,Suggested,TV,India,490.46,Female,Fashionista
VID0441,Unboxing Latest Gadgets,Education,16-03-2024,182264,14142,25,9221,1284,852,207,19868,69.74,484,822353,2.77,Direct,Tablet,UK,74.12,Female,ChefAntonio
VID0442,Epic Gaming Adventure,Lifestyle,17-03-2024,474611,25598,460,1051,787,495,74,10186,20.2,361,919458,1.53,External,TV,USA,34.74,Female,CalmWithYoga
VID0443,Cooking with Flair,Technology,18-03-2024,386941,11429,3764,9765,78,236,269,10535,74.86,377,935526,5.86,External,TV,UK,468.73,Female,ChefAntonio
VID0444,Healthy Living Tips,Technology,19-03-2024,327032,31756,3431,7538,1681,236,386,16512,55.03,262,39075,1.77,Suggested,Tablet,UK,398.66,Female,CalmWithYoga
VID0445,Travel Vlog: Europe,Lifestyle,20-03-2024,74609,2259,3483,7411,622,218,498,10355,90.47,131,527980,4.3,Direct,Desktop,Canada,136.88,Male,LifeCoachAnna
VID0446,Home Gardening Tips,Gaming,21-03-2024,272221,38000,1994,6320,1793,486,113,9738,92.79,510,635904,4.66,Direct,TV,UK,687.6,Male,SmartTechie
VID0447,Street Food Tasting,Technology,22-03-2024,249512,19463,490,2105,1628,935,61,7856,14.96,243,448984,0.3,Suggested,Tablet,Canada,992.9,Male,FitnessPro
VID0448,Unboxing Latest Gadgets,Education,23-03-2024,254973,47801,1072,307,524,460,361,11956,83.86,137,914806,0.27,Search,Desktop,India,395.65,Female,DIYExpert
VID0449,Tech Reviews: Best Smartphones,Education,24-03-2024,284097,43341,3173,7737,771,662,319,15864,13.39,194,606099,5.25,Direct,Tablet,India,624.56,Male,GamerKing
VID0450,Unboxing Latest Gadgets,Entertainment,25-03-2024,471135,19133,215,3359,937,634,101,3702,43.05,364,928406,6.99,External,Desktop,India,962.98,Male,CarCritic
VID0451,Unboxing Latest Gadgets,Technology,26-03-2024,377826,10905,1723,3176,1644,143,428,5162,58.81,115,996614,9.43,Suggested,TV,Canada,831.53,Male,AdventureSeeker
VID0452,Fitness Routines for Beginners,Gaming,27-03-2024,331033,35951,1592,1251,1353,989,361,11977,23.33,453,605569,1.87,External,Mobile,Canada,463.55,Male,FitnessPro
VID0453,Cooking with Flair,Lifestyle,28-03-2024,155893,26932,2606,5366,1212,188,209,7344,77.17,393,561315,1.12,Search,Tablet,India,737.49,Male,LifeCoachAnna
VID0454,Street Food Tasting,Lifestyle,29-03-2024,431783,14044,158,1517,1118,254,441,6472,10.75,89,576969,0.62,Suggested,TV,Canada,128.14,Male,CalmWithYoga
VID0455,Car Review: Latest Model,Gaming,30-03-2024,116374,19973,4781,6226,616,67,254,7205,25.17,511,616260,4.42,External,Tablet,Germany,512.1,Male,AdventureSeeker
VID0456,Tech Reviews: Best Smartphones,Entertainment,31-03-2024,25860,40472,3313,5305,1031,615,19,19246,62.27,279,945006,6.27,External,Tablet,Germany,279.06,Male,ScienceNerd
VID0457,DIY Home Makeover,Lifestyle,01-04-2024,153267,24028,2841,9570,66,335,57,12329,74.29,589,606007,8.42,Search,Desktop,Canada,161.16,Male,GamerKing
VID0458,DIY Home Makeover,Technology,02-04-2024,78475,15479,1776,5869,1519,670,111,17056,92.5,146,930464,6.86,Suggested,Tablet,Canada,426.28,Male,StreetEats
VID0459,Fitness Routines for Beginners,Entertainment,03-04-2024,485090,36851,2052,8039,190,820,472,7805,73.49,574,120283,2.16,Direct,Desktop,USA,131.01,Male,TechGuru
VID0460,Hidden Travel Destinations,Technology,04-04-2024,350410,34646,2295,4891,1389,873,312,13994,70.46,73,162054,4.67,Direct,TV,USA,698.99,Female,StreetEats
VID0461,Inspirational Life Stories,Education,05-04-2024,153499,24386,1696,4992,767,408,485,12380,45.49,538,934451,9.11,External,Tablet,UK,456.24,Male,StreetEats
VID0462,Fitness Routines for Beginners,Entertainment,06-04-2024,363876,5210,2993,1961,520,299,460,714,10.12,194,179800,3.33,Search,TV,UK,531.14,Male,GameMaster
VID0463,Travel Vlog: Europe,Lifestyle,07-04-2024,290227,12187,2469,2863,989,907,195,4150,20.81,397,608053,5.04,External,Mobile,UK,146.38,Female,GamerKing
VID0464,Fitness Routines for Beginners,Entertainment,08-04-2024,219118,23862,1946,6603,1140,601,374,16809,58.11,321,50626,9.59,Search,TV,India,139.77,Male,ScienceNerd
VID0465,Yoga for Stress Relief,Entertainment,09-04-2024,320516,17181,3809,4567,266,356,461,15822,70.76,315,807477,7.37,Direct,Tablet,Germany,583.42,Male,GameMaster
VID0466,Epic Gaming Adventure,Entertainment,10-04-2024,124786,35047,2783,6513,1634,255,352,15310,47.57,233,55614,7.5,External,Mobile,India,985.01,Female,InspireNow
VID0467,Home Gardening Tips,Entertainment,11-04-2024,438280,9696,3644,4005,484,352,91,16842,75.76,553,356384,2.6,External,Desktop,Canada,96.25,Male,DIYExpert
VID0468,Fitness Routines for Beginners,Technology,12-04-2024,8813,38119,2500,9114,1532,731,51,3877,56.97,150,206922,4.21,Search,Mobile,USA,285.73,Male,GamerKing
